NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,id
Scott McTominay,Manchester United,England Premier League,CDM,Gold,77,72,77,64,75,36,78,13371
Sead Kolašinac,Arsenal,England Premier League,LB,Gold,79,69,73,77,79,71,74,13390
Sebastián Blanco,Portland Timbers,USA Major League Soccer,LM,Gold,76,69,70,77,78,61,64,13412
Sebastián Coates,Sporting CP,Portugal Liga NOS,CB,Gold,82,55,63,81,81,77,68,13416
Sebastián Cristóforo,Fiorentina,Italy Serie A,CDM,Gold,75,70,42,66,66,76,71,13417
Sebastián Palacios,Independiente,Argentina Primera División ,RM,Gold,75,77,60,72,73,70,81,13430
Sebastian De Maio,Udinese,Italy Serie A,CB,Gold,77,64,64,78,78,68,64,13451
Sebastian Giovinco,Al Hilal,Saudi Dawry Jameel League,CF,Gold,86,81,42,82,68,87,81,13454
Sebastian Langkamp,Werder Bremen,Germany 1. Bundesliga,CB,Gold,75,70,32,50,58,73,78,13466
Sebastian Rode,Eintracht Frankfurt,Germany 1. Bundesliga,CDM,Gold,78,71,73,78,81,65,73,13484
Sebastian Rudy,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CDM,Gold,78,77,69,74,80,73,70,13485
Sebastien Dewaest,RC Genk,Belgium Jupiler Pro League,CB,Gold,75,66,63,72,67,76,74,13499
Seko Fofana,Udinese,Italy Serie A,CM,Gold,75,67,39,45,60,73,75,13509
Senad Lulić,Lazio,Italy Serie A,LM,Gold,79,54,37,57,59,80,70,13518
Sequeira,Braga,Portugal Liga NOS,LB,Gold,76,56,78,78,76,40,79,13525
Serdar Aziz,Fenerbahçe,Turkey Süper Lig,CB,Gold,77,62,74,68,75,40,81,13527
Serge Aurier,Tottenham Hotspur,England Premier League,RB,Gold,82,87,76,77,81,67,78,13533
Serge Gnabry,Bayern München,Germany 1. Bundesliga,RM,Gold,87,75,65,84,77,86,82,13536
Sergej Milinković-Savić,Lazio,Italy Serie A,CM,Gold,85,88,66,79,83,82,75,13542
Sergi Darder,RCD Espanyol,Spain Primera Division,CM,Gold,80,71,77,67,72,47,86,13546
Sergi Enrich,SD Eibar,Spain Primera Division,ST,Gold,80,80,65,76,73,75,86,13547
Sergi Gómez,Sevilla FC,Spain Primera Division,CB,Gold,80,59,78,60,72,39,82,13548
Sergi Guardiola,Real Valladolid,Spain Primera Division,ST,Gold,77,50,45,52,48,80,76,13549
Sergi Roberto,FC Barcelona,Spain Primera Division,RB,Gold,82,91,77,75,84,33,64,13551
Sergio Álvarez,SD Eibar,Spain Primera Division,CDM,Gold,75,52,68,71,71,71,73,13558
Sergio Agüero,Manchester City,England Premier League,ST,Gold,91,76,86,92,87,61,78,13559
Sergio Busquets,FC Barcelona,Spain Primera Division,CDM,Gold,89,78,65,77,81,87,83,13565
Sergio León,Levante UD,Spain Primera Division,ST,Gold,77,89,76,68,80,31,65,13573
Sergio Ramos,Real Madrid,Spain Primera Division,CB,Gold,89,88,86,88,88,52,80,13578
Sergiy Kryvtsov,Shakhtar Donetsk,Ukraine Premier Liga,CB,Gold,81,79,76,82,84,54,67,13589
Serhiy Sydorchuk,Dynamo Kyiv,Ukraine Premier Liga,CDM,Gold,75,79,65,69,73,73,75,13595
Shane Duffy,Brighton & Hove Albion,England Premier League,CB,Gold,82,78,68,75,76,80,82,13606
Shinji Kagawa,Real Zaragoza,Spain Segunda A,CAM,Gold,79,74,68,79,77,72,69,13647
Shkodran Mustafi,Arsenal,England Premier League,CB,Gold,79,73,58,75,75,78,74,13658
Shoya Nakajima,FC Porto,Portugal Liga NOS,LM,Gold,84,76,76,79,79,81,86,13670
Sidnei,Real Betis Balompié,Spain Primera Division,CB,Gold,80,91,76,72,83,29,69,13692
Siebe Schrijvers,Club Brugge,Belgium Jupiler Pro League,CF,Gold,75,92,71,62,79,39,67,13698
Silvan Widmer,FC Basel,Switzerland Super League,RB,Gold,76,89,67,69,80,45,71,13712
Simon Deli,Club Brugge,Belgium Jupiler Pro League,CB,Gold,78,79,77,55,74,27,66,13726
Simon Francis,Bournemouth,England Premier League,CB,Gold,75,81,70,71,72,58,66,13729
Simon Kjær,Atalanta,Italy Serie A,CB,Gold,82,84,77,78,84,42,57,13738
Simon Terodde,1. FC Köln,Germany 1. Bundesliga,ST,Gold,76,55,45,44,51,77,75,13758
Simone Verdi,Torino,Italy Serie A,LM,Gold,80,69,47,72,70,81,74,13775
Simone Zaza,Torino,Italy Serie A,ST,Gold,80,87,69,76,85,38,44,13776
Soares,FC Porto,Portugal Liga NOS,ST,Gold,79,51,38,50,52,78,82,13797
Sofiane Boufal,Southampton,England Premier League,LM,Gold,77,83,65,73,77,73,73,13802
Sofiane Feghouli,Galatasaray,Turkey Süper Lig,RM,Gold,80,70,66,75,78,78,77,13805
Sokratis,Arsenal,England Premier League,CB,Gold,84,89,77,79,88,55,61,13808
Sol Campbell,Icons,Icons,CB,Gold,89,84,90,75,78,48,84,13809
Soldado,Granada CF,Spain Primera Division,ST,Gold,76,84,64,74,76,71,68,13812
Solly March,Brighton & Hove Albion,England Premier League,LM,Gold,75,67,67,71,73,70,70,13813
Solomon Kverkvelia,Lokomotiv Moskva,Russia FUT League,CB,Gold,76,79,73,71,80,39,64,13814
Soualiho Meïté,Torino,Italy Serie A,CM,Gold,78,73,68,75,77,74,73,13842
Souleymane Bamba,Cardiff City,England EFL Championship,CB,Gold,76,69,63,71,75,72,70,13847
Souza,Al Ahli,Saudi Dawry Jameel League,CDM,Gold,78,75,56,61,54,78,77,13852
Stéphane Sessègnon,Gençlerbirliği SK,Turkey Süper Lig,CAM,Gold,76,46,44,57,54,77,65,13862
Stanislav Lobotka,RC Celta de Vigo,Spain Primera Division,CM,Gold,79,74,68,78,82,79,74,13867
Stefan de Vrij,Inter,Italy Serie A,CB,Gold,84,81,54,70,71,83,82,13878
Stefan Lainer,Borussia M'gladbach,Germany 1. Bundesliga,RB,Gold,81,83,69,80,83,40,64,13892
Stefan Mitrović,RC Strasbourg,France Ligue 1,CB,Gold,75,79,72,72,76,62,72,13899
Stefan Ristovski,Sporting CP,Portugal Liga NOS,RB,Gold,77,48,76,64,64,34,85,13905
Stefan Savić,Atlético de Madrid,Spain Primera Division,CB,Gold,82,76,84,79,79,41,83,13906
Stefano Denswil,Bologna,Italy Serie A,CB,Gold,76,70,72,75,78,45,60,13915
Stefano Okaka,Udinese,Italy Serie A,ST,Gold,75,73,57,72,72,71,71,13919
Stefano Sensi,Inter,Italy Serie A,CM,Gold,77,71,75,74,79,40,69,13922
Stefano Sturaro,Genoa,Italy Serie A,CM,Gold,75,55,45,51,52,75,80,13924
Stephan El Shaarawy,Shanghai Greenland Shenhua,China Super League,LW,Gold,82,80,79,77,81,47,82,13939
Stevan Jovetić,AS Monaco,France Ligue 1,ST,Gold,78,67,79,76,79,49,70,13965
Steve Cook,Bournemouth,England Premier League,CB,Gold,78,66,68,72,73,79,74,13969
Steven Berghuis,Feyenoord,Holland Eredivisie,RW,Gold,80,75,69,76,76,77,72,13978
Steven Bergwijn,PSV,Holland Eredivisie,CAM,Gold,84,69,71,81,86,73,70,13979
Steven Defour,Antwerp,Belgium Jupiler Pro League,CM,Gold,78,63,75,78,79,39,58,13987
Steven Gerrard,Icons,Icons,CM,Gold,91,79,92,75,87,40,70,13990
Steven Nzonzi,Galatasaray,Turkey Süper Lig,CDM,Gold,80,77,74,81,78,62,68,13998
Steven Zuber,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CM,Gold,76,73,70,72,82,49,65,14008
Stuart Armstrong,Southampton,England Premier League,CAM,Gold,75,76,67,71,78,57,61,14030
Suat Serdar,FC Schalke 04,Germany 1. Bundesliga,CM,Gold,75,76,65,71,75,53,61,14036
Suso,Milan,Italy Serie A,RW,Gold,82,69,74,81,77,82,79,14057
Sven Bender,Bayer 04 Leverkusen,Germany 1. Bundesliga,CB,Gold,80,88,79,63,65,41,90,14061
Sven Kums,Anderlecht,Belgium Jupiler Pro League,CM,Gold,75,74,66,77,75,63,67,14067
Téji Savanier,Montpellier HSC,France Ligue 1,CM,Gold,79,90,78,71,82,44,63,14083
Tahith Chong,Manchester United,England Premier League,RM,Gold,83,51,74,78,78,80,80,14089
Taison,Shakhtar Donetsk,Ukraine Premier Liga,CAM,Gold,84,69,77,82,80,83,82,14096
Takashi Inui,SD Eibar,Spain Primera Division,LM,Gold,79,77,52,70,75,78,70,14107
Takumi Minamino,Red Bull Salzburg,Austria Bundesliga,CAM,Gold,75,83,65,74,72,38,66,14120
Tamás Kádár,Dynamo Kyiv,Ukraine Premier Liga,CB,Gold,75,69,74,63,70,32,79,14135
Tammy Abraham,Chelsea,England Premier League,ST,Gold,84,89,85,77,87,33,72,14137
Tanguy Ndombele,Tottenham Hotspur,England Premier League,CM,Gold,81,78,72,80,82,41,58,14147
Taras Stepanenko,Shakhtar Donetsk,Ukraine Premier Liga,CDM,Gold,80,86,75,73,84,58,68,14156
Tariqe Fosu,Oxford United,England EFL League One,LM,Gold,76,82,68,70,82,26,55,14164
Teófilo Gutiérrez,Junior de Barranquilla,Colombia Liga Aguila,ST,Gold,76,58,62,75,72,69,76,14185
Teemu Pukki,Norwich City,England Premier League,ST,Gold,84,68,80,71,76,65,86,14190
Terence Kongolo,Huddersfield Town,England EFL Championship,CB,Gold,75,61,72,77,71,65,67,14202
Teun Koopmeiners,AZ,Holland Eredivisie,CDM,Gold,76,75,72,77,74,62,71,14212
Théo Bongonda,RC Genk,Belgium Jupiler Pro League,LM,Gold,76,56,68,70,74,65,55,14213
Theo Hernández,Milan,Italy Serie A,LB,Gold,81,69,69,80,83,64,67,14222
Theo Walcott,Everton,England Premier League,RW,Gold,85,72,42,55,51,86,82,14228
Theodor Gebre Selassie,Werder Bremen,Germany 1. Bundesliga,RB,Gold,76,71,60,71,74,75,69,14231
Thiago,Bayern München,Germany 1. Bundesliga,CM,Gold,87,89,79,85,91,35,47,14232
Thiago Maia,LOSC Lille,France Ligue 1,CDM,Gold,75,66,62,73,75,65,69,14236
Thiago Mendes,Olympique Lyonnais,France Ligue 1,CDM,Gold,81,89,79,61,79,25,73,14239
Thiago Silva,Paris Saint-Germain,France Ligue 1,CB,Gold,90,72,63,74,80,90,82,14241
Thierry Henry,Icons,Icons,ST,Gold,93,94,91,83,90,53,80,14253
Thilo Kehrer,Paris Saint-Germain,France Ligue 1,CB,Gold,79,85,78,66,73,32,74,14260
Thomas Delaine,FC Metz,France Ligue 1,LB,Gold,83,65,82,69,77,43,72,14271
Thomas Delaney,Borussia Dortmund,Germany 1. Bundesliga,CDM,Gold,84,62,66,76,78,83,73,14273
Thomas Foket,Stade de Reims,France Ligue 1,RB,Gold,75,81,67,68,78,34,60,14281
Thomas Lemar,Atlético de Madrid,Spain Primera Division,LM,Gold,83,80,62,82,78,78,70,14295
Thomas Müller,Bayern München,Germany 1. Bundesliga,CAM,Gold,88,85,88,84,87,45,66,14297
Thomas Mangani,Angers SCO,France Ligue 1,CM,Gold,76,93,67,66,78,47,63,14300
Thomas Meunier,Paris Saint-Germain,France Ligue 1,RB,Gold,82,82,60,74,78,81,79,14301
Thomas Monconduit,Amiens SC,France Ligue 1,CDM,Gold,76,68,64,72,72,74,80,14302
Thomas Partey,Atlético de Madrid,Spain Primera Division,CM,Gold,84,75,81,85,84,41,70,14306
Thomas Vermaelen,Vissel Kobe,Japan J1 League,CB,Gold,78,69,74,78,75,65,70,14319
Thorgan Hazard,Borussia Dortmund,Germany 1. Bundesliga,LM,Gold,84,86,83,73,86,43,83,14322
Tiémoué Bakayoko,AS Monaco,France Ligue 1,CDM,Gold,80,79,51,68,75,78,74,14330
Tiago Pinto,MKE Ankaragücü,Turkey Süper Lig,LB,Gold,75,77,63,72,76,73,70,14337
Timmy Chandler,Eintracht Frankfurt,Germany 1. Bundesliga,RB,Gold,75,79,70,73,75,58,65,14369
Timo Baumgartl,PSV,Holland Eredivisie,CB,Gold,75,89,55,70,75,69,64,14371
Timo Werner,RB Leipzig,Germany 1. Bundesliga,ST,Gold,85,74,82,80,85,85,84,14381
Timothée Kolodziejczak,AS Saint-Étienne,France Ligue 1,CB,Gold,76,66,79,71,75,26,64,14388
Timothy Castagne,Atalanta,Italy Serie A,LM,Gold,76,82,73,71,79,42,67,14389
Toño García,Levante UD,Spain Primera Division,LB,Gold,76,70,51,68,66,76,76,14401
Tobias Strobl,Borussia M'gladbach,Germany 1. Bundesliga,CDM,Gold,77,71,67,78,80,64,66,14431
Toby Alderweireld,Tottenham Hotspur,England Premier League,CB,Gold,87,90,86,75,89,40,64,14434
Tolgay Arslan,Fenerbahçe,Turkey Süper Lig,CDM,Gold,75,68,69,73,80,61,61,14442
Tom Cairney,Fulham,England EFL Championship,CAM,Gold,78,71,61,70,77,77,69,14455
Tom Cleverley,Watford,England Premier League,CM,Gold,76,74,48,67,66,76,76,14458
Tom Davies,Everton,England Premier League,CM,Gold,75,90,63,72,75,56,75,14462
Tom Rogić,Celtic,Scotland Premiership,CAM,Gold,75,62,62,72,73,75,75,14493
Tomáš Souček,Slavia Praha,Czech Republic HET Liga,CDM,Gold,82,80,83,82,80,58,70,14512
Tomás Pina,Deportivo Alavés,Spain Primera Division,CM,Gold,77,73,70,74,76,65,69,14527
Tomás Rincón,Torino,Italy Serie A,CM,Gold,77,68,67,70,69,75,76,14530
Tomasz Kędziora,Dynamo Kyiv,Ukraine Premier Liga,RB,Gold,75,85,61,70,74,71,74,14537
Toni Kroos,Real Madrid,Spain Primera Division,CM,Gold,90,71,92,82,82,48,84,14563
Toni Villa,Real Valladolid,Spain Primera Division,LM,Gold,76,61,74,60,69,40,81,14572
Tony Jantschke,Borussia M'gladbach,Germany 1. Bundesliga,CB,Gold,76,70,46,61,66,77,76,14577
Trent Alexander-Arnold,Liverpool,England Premier League,RB,Gold,85,88,80,79,92,37,59,14602
Trezeguet,Aston Villa,England Premier League,LW,Gold,77,73,32,56,58,76,78,14608
Troy Deeney,Watford,England Premier League,ST,Gold,78,77,74,75,80,69,65,14616
Tyler Adams,RB Leipzig,Germany 1. Bundesliga,CDM,Gold,76,40,51,65,68,76,80,14631
Tyler Boyd,Beşiktaş,Turkey Süper Lig,RM,Gold,75,86,67,73,76,68,79,14634
Unai Núñez,Athletic Club de Bilbao,Spain Primera Division,CB,Gold,76,77,76,68,76,40,62,14687
Víctor Guzmán,Pachuca,Mexico Liga MX,CM,Gold,76,67,49,60,66,77,83,14713
Víctor Rodríguez,Seattle Sounders,USA Major League Soccer,LM,Gold,79,60,74,79,70,75,79,14722
Víctor Ruiz,Beşiktaş,Turkey Süper Lig,CB,Gold,79,54,63,71,65,80,84,14725
Vadis Odjidja-Ofoe,AA Gent,Belgium Jupiler Pro League,CM,Gold,77,84,55,66,70,75,70,14732
Valère Germain,Olympique de Marseille,France Ligue 1,ST,Gold,75,76,64,74,75,69,75,14735
Valentin Eysseric,Fiorentina,Italy Serie A,LW,Gold,75,72,74,68,72,46,76,14743
Valentin Rongier,Olympique de Marseille,France Ligue 1,CM,Gold,80,79,49,72,71,79,77,14749
Valentino Lazaro,Inter,Italy Serie A,RB,Gold,75,82,73,63,71,32,79,14754
Vallejo,Wolverhampton Wanderers,England Premier League,CB,Gold,77,82,68,70,82,26,55,14763
Valon Behrami,FC Sion,Switzerland Super League,CDM,Gold,75,75,47,66,68,74,77,14765
Valon Berisha,Lazio,Italy Serie A,LM,Gold,75,65,34,63,62,77,64,14766
Valter Birsa,Cagliari,Italy Serie A,CAM,Gold,78,62,37,64,68,77,77,14767
Varela,PAOK FC,Greece A'Ethniki,CB,Gold,77,62,53,70,69,76,74,14772
Vedad Ibišević,Hertha BSC,Germany 1. Bundesliga,ST,Gold,77,92,65,68,84,50,51,14787
Vedat Muriqi,Fenerbahçe,Turkey Süper Lig,ST,Gold,75,74,53,68,67,74,70,14788
Vedran Ćorluka,Lokomotiv Moskva,Russia FUT League,CB,Gold,82,81,57,72,76,80,81,14789
Victor Lindelöf,Manchester United,England Premier League,CB,Gold,81,57,79,73,73,50,84,14812
Victor Moses,Fenerbahçe,Turkey Süper Lig,RM,Gold,78,71,78,67,81,37,66,14814
Victor Osimhen,LOSC Lille,France Ligue 1,ST,Gold,83,76,67,80,85,63,62,14816
Victor Sánchez,RCD Espanyol,Spain Primera Division,CM,Gold,77,76,71,68,77,37,71,14821
Victor Wanyama,Tottenham Hotspur,England Premier League,CDM,Gold,78,66,80,62,71,27,84,14824
Vieirinha,PAOK FC,Greece A'Ethniki,LB,Gold,76,85,65,68,77,70,70,14829
Viktor Fischer,FC København,Denmark Superliga,LM,Gold,78,54,60,67,66,78,78,14833
Viktor Tsygankov,Dynamo Kyiv,Ukraine Premier Liga,RM,Gold,79,71,77,67,72,47,86,14840
Viktor Vasin,CSKA Moskva,Russia FUT League,CB,Gold,75,67,71,65,70,75,81,14841
Vinícius Jr.,Real Madrid,Spain Primera Division,LW,Gold,79,80,80,66,75,38,73,14846
Vincent Aboubakar,FC Porto,Portugal Liga NOS,ST,Gold,78,82,63,75,75,79,82,14849
Vincent Janssen,Monterrey,Mexico Liga MX,ST,Gold,75,77,68,72,77,50,60,14853
Vincent Kompany,Anderlecht,Belgium Jupiler Pro League,CB,Gold,83,86,83,72,81,43,84,14854
Vincent Koziello,1. FC Köln,Germany 1. Bundesliga,CM,Gold,75,89,53,66,75,69,71,14855
Vincenzo Grifo,SC Freiburg,Germany 1. Bundesliga,LM,Gold,78,61,42,58,62,79,80,14869
Virgil van Dijk,Liverpool,England Premier League,CB,Gold,90,74,76,89,90,72,66,14874
Vitaliy Buyalskyi,Dynamo Kyiv,Ukraine Premier Liga,CM,Gold,75,75,40,56,63,73,81,14881
Vitolo,Atlético de Madrid,Spain Primera Division,LM,Gold,79,77,37,70,76,78,76,14889
Vlad Chiricheș,Sassuolo,Italy Serie A,CB,Gold,77,69,75,69,77,38,68,14894
Vladimír Coufal,Slavia Praha,Czech Republic HET Liga,RB,Gold,76,77,73,75,78,35,61,14897
Vladimír Darida,Hertha BSC,Germany 1. Bundesliga,CM,Gold,81,80,65,78,87,70,78,14899
Vladimir Rodić,Hammarby IF,Sweden Allsvenskan,RW,Gold,76,56,31,44,52,74,83,14905
Wahbi Khazri,AS Saint-Étienne,France Ligue 1,ST,Gold,79,85,74,71,82,44,64,14920
Waldemar Anton,Hannover 96,Germany 2. Bundesliga,CB,Gold,76,78,76,70,74,37,74,14922
Wallace,Braga,Portugal Liga NOS,CB,Gold,76,67,63,73,70,71,74,14929
Wayne Rooney,D.C. United,USA Major League Soccer,ST,Gold,80,65,64,72,72,83,77,14973
Wendel,Sporting CP,Portugal Liga NOS,CM,Gold,77,65,71,74,72,64,75,14980
Wendell,Bayer 04 Leverkusen,Germany 1. Bundesliga,LB,Gold,81,72,88,66,81,31,61,14981
Wes Morgan,Leicester City,England Premier League,CB,Gold,75,51,47,49,57,76,76,14987
Wesley,Aston Villa,England Premier League,ST,Gold,82,71,81,56,76,37,83,14989
Wesley Hoedt,Antwerp,Belgium Jupiler Pro League,CB,Gold,75,51,53,60,62,74,80,14992
Wesley Saïd,Toulouse FC,France Ligue 1,ST,Gold,75,77,68,70,74,72,80,14995
Weston McKennie,FC Schalke 04,Germany 1. Bundesliga,CM,Gold,81,81,77,68,82,40,83,14997
Wilfred Ndidi,Leicester City,England Premier League,CDM,Gold,84,77,77,84,81,63,68,15004
Wilfried Zaha,Crystal Palace,England Premier League,ST,Gold,85,86,84,85,87,37,63,15010
Will Hughes,Watford,England Premier League,RM,Gold,77,79,70,73,76,71,77,15019
Willi Orban,RB Leipzig,Germany 1. Bundesliga,CB,Gold,84,68,80,84,85,41,71,15030
William Carvalho,Real Betis Balompié,Spain Primera Division,CDM,Gold,86,83,87,82,88,34,70,15039
William Troost-Ekong,Udinese,Italy Serie A,CB,Gold,81,90,77,74,84,31,61,15048
William Vainqueur,Toulouse FC,France Ligue 1,CDM,Gold,75,67,62,74,77,57,64,15051
Willian,Chelsea,England Premier League,RW,Gold,84,73,48,67,74,85,77,15053
Willian José,Real Sociedad,Spain Primera Division,ST,Gold,84,72,81,77,80,78,85,15056
Willy Boly,Wolverhampton Wanderers,England Premier League,CB,Gold,79,77,37,70,76,78,76,15060
Wilson Eduardo,Braga,Portugal Liga NOS,RW,Gold,77,70,66,74,75,73,71,15065
Winston Reid,West Ham United,England Premier League,CB,Gold,76,56,70,74,75,68,65,15070
Wissam Ben Yedder,AS Monaco,France Ligue 1,ST,Gold,85,76,82,88,82,83,79,15071
Wout Weghorst,VfL Wolfsburg,Germany 1. Bundesliga,ST,Gold,81,58,50,73,72,77,73,15080
Wu Lei,RCD Espanyol,Spain Primera Division,ST,Gold,79,69,78,69,75,48,82,15084
Wylan Cyprien,OGC Nice,France Ligue 1,CM,Gold,77,88,76,69,75,36,72,15092
Xaver Schlager,VfL Wolfsburg,Germany 1. Bundesliga,CM,Gold,76,63,72,74,71,71,77,15095
Xavier Chavalerin,Stade de Reims,France Ligue 1,CDM,Gold,75,81,63,68,75,68,55,15100
Xeka,LOSC Lille,France Ligue 1,CDM,Gold,76,77,68,76,78,62,67,15102
Xherdan Shaqiri,Liverpool,England Premier League,RW,Gold,82,89,75,76,85,40,73,15104
Ximo Navarro,Deportivo Alavés,Spain Primera Division,CB,Gold,75,78,76,63,74,43,75,15111
Yūya Ōsako,Werder Bremen,Germany 1. Bundesliga,CF,Gold,76,91,72,66,79,26,56,15119
Yang Xu,Tianjin Quanjian,China Super League,ST,Gold,75,65,23,43,42,77,74,15153
Yann Karamoh,Parma,Italy Serie A,RM,Gold,75,78,67,70,77,72,72,15163
Yann M'Vila,AS Saint-Étienne,France Ligue 1,CDM,Gold,80,90,73,78,81,57,74,15165
Yannick Bolasie,Sporting CP,Portugal Liga NOS,LW,Gold,75,72,73,73,77,44,49,15168
Yannick Carrasco,Dalian Yifang,China Super League,LM,Gold,83,72,81,62,76,51,82,15170
Yannick Gerhardt,VfL Wolfsburg,Germany 1. Bundesliga,CM,Gold,77,64,77,62,70,38,75,15171
Yannis Salibur,En Avant Guingamp,France Ligue 2,RM,Gold,75,75,70,73,75,36,55,15179
Yeimar Gómez Andrade,Unión Santa Fe,Argentina Primera División ,CB,Gold,76,67,57,66,73,74,77,15217
Yeison Guzmán,Envigado,Colombia Liga Aguila,CAM,Gold,76,76,72,70,78,41,69,15220
Yeray,Athletic Club de Bilbao,Spain Primera Division,CB,Gold,80,80,77,77,80,48,66,15227
Yerry Mina,Everton,England Premier League,CB,Gold,82,74,84,74,77,43,85,15231
Yevhen Konoplyanka,Shakhtar Donetsk,Ukraine Premier Liga,LM,Gold,75,61,69,73,71,71,78,15239
Yordan Osorio,FC Porto,Portugal Liga NOS,CB,Gold,76,54,78,59,70,30,81,15276
Yoshinori Mutō,Newcastle United,England Premier League,ST,Gold,75,80,69,71,78,37,65,15288
Youcef Atal,OGC Nice,France Ligue 1,LW,Gold,81,70,82,66,76,36,74,15297
Younès Belhanda,Galatasaray,Turkey Süper Lig,CAM,Gold,80,64,80,68,73,32,79,15299
Younousse Sankharé,Girondins de Bordeaux,France Ligue 1,CM,Gold,75,57,74,52,67,27,79,15306
Youri Tielemans,Leicester City,England Premier League,CM,Gold,80,47,82,80,77,72,81,15307
Youssef Aït Bennasser,Girondins de Bordeaux,France Ligue 1,CM,Gold,76,61,60,64,66,73,80,15309
Youssef El Arabi,Olympiacos CFP,Greece A'Ethniki,ST,Gold,77,76,67,76,77,70,69,15310
Youssef En-Nesyri,CD Leganés,Spain Primera Division,ST,Gold,76,75,74,64,76,32,66,15312
Youssouf Koné,Olympique Lyonnais,France Ligue 1,LB,Gold,75,66,76,76,77,49,67,15316
Youssouf Sabaly,Girondins de Bordeaux,France Ligue 1,RB,Gold,75,79,72,73,78,58,60,15319
Yu Kobayashi,Kawasaki Frontale,Japan J1 League,ST,Gold,76,74,73,60,75,32,77,15328
Yunis Abdelhamid,Stade de Reims,France Ligue 1,CB,Gold,76,78,71,75,76,39,63,15352
Yunus Mallı,VfL Wolfsburg,Germany 1. Bundesliga,LM,Gold,77,81,76,63,76,41,67,15354
Yuri Berchiche,Athletic Club de Bilbao,Spain Primera Division,LB,Gold,79,81,50,70,72,76,81,15356
Yussuf Poulsen,RB Leipzig,Germany 1. Bundesliga,ST,Gold,81,79,80,61,76,35,74,15363
Yusuf Yazıcı,LOSC Lille,France Ligue 1,CAM,Gold,82,74,84,74,77,43,85,15369
Yuto Nagatomo,Galatasaray,Turkey Süper Lig,LB,Gold,75,66,63,67,65,75,76,15384
Yves Bissouma,Brighton & Hove Albion,England Premier League,CM,Gold,75,92,70,64,80,36,63,15395
Zé Luís,FC Porto,Portugal Liga NOS,ST,Gold,79,60,57,63,62,77,77,15398
Zainadine,Marítimo,Portugal Liga NOS,CB,Gold,75,33,35,45,52,75,82,15405
Zakaria Labyad,Ajax,Holland Eredivisie,CAM,Gold,75,70,35,63,69,74,65,15412
Zaldúa,Real Sociedad,Spain Primera Division,RB,Gold,75,85,63,71,73,72,70,15416
Zeca,FC København,Denmark Superliga,CM,Gold,75,86,71,69,76,38,68,15424
Zelimkhan Bakaev,Spartak Moskva,Russia FUT League,CAM,Gold,78,70,64,75,75,77,82,15429
Zinedine Zidane,Icons,Icons,CAM,Gold,96,85,92,96,95,75,86,15477
Zlatan Ibrahimović,Los Angeles Galaxy,USA Major League Soccer,ST,Gold,88,56,61,72,69,88,80,15484
Zlatko Junuzović,Red Bull Salzburg,Austria Bundesliga,CM,Gold,77,63,35,47,57,81,75,15488
Zouhair Feddal,Real Betis Balompié,Spain Primera Division,CB,Gold,78,68,69,73,73,66,67,15493
Zubeldia,Real Sociedad,Spain Primera Division,CDM,Gold,76,84,70,76,80,69,67,15498
